"";"latitude";"longitude";"unixtime";"velocidades";"file_name"
"2209";37,7907905578613;-122,404342651367;2008-06-02 12:49:07;4;493
"2207";37,7955093383789;-122,402488708496;2008-06-02 12:49:07;32;51
"2212";37,7911911010742;-122,396102905273;2008-06-02 12:49:09;10;290
"2211";37,7941284179688;-122,404861450195;2008-06-02 12:49:09;15;70
"2213";37,7899398803711;-122,400779724121;2008-06-02 12:49:09;11;294
"2216";37,7908782958984;-122,399917602539;2008-06-02 12:49:11;26;147
"2217";37,7922706604004;-122,397132873535;2008-06-02 12:49:11;11;241
"2219";37,794620513916;-122,397079467773;2008-06-02 12:49:12;44;457
"2221";37,7949714660645;-122,403388977051;2008-06-02 12:49:14;14;174
"2222";37,7933807373047;-122,398727416992;2008-06-02 12:49:14;4;316
"2227";37,7937507629395;-122,396583557129;2008-06-02 12:49:15;4;428
"2228";37,7925491333008;-122,396148681641;2008-06-02 12:49:15;13;462
"2229";37,789249420166;-122,401252746582;2008-06-02 12:49:16;8;535
"2232";37,795051574707;-122,403442382813;2008-06-02 12:49:17;19;313
"2235";37,7935791015625;-122,398712158203;2008-06-02 12:49:18;5;388
"2234";37,7894515991211;-122,403663635254;2008-06-02 12:49:18;10;344
"2237";37,7944602966309;-122,396110534668;2008-06-02 12:49:19;17;457
"2240";37,7918701171875;-122,403930664063;2008-06-02 12:49:21;3;471
"2251";37,7941207885742;-122,399848937988;2008-06-02 12:49:26;13;78
"2261";37,7944183349609;-122,40055847168;2008-06-02 12:49:31;3;136
"2265";37,7918395996094;-122,402481079102;2008-06-02 12:49:33;94;387
"2269";37,7925987243652;-122,403900146484;2008-06-02 12:49:34;10;454
"2268";37,7916412353516;-122,402320861816;2008-06-02 12:49:34;12;387
"2271";37,7903785705566;-122,403617858887;2008-06-02 12:49:35;9;463
"2273";37,7902183532715;-122,404197692871;2008-06-02 12:49:36;30;210
"2277";37,7923393249512;-122,399429321289;2008-06-02 12:49:38;7;196
"2280";37,7947998046875;-122,401458740234;2008-06-02 12:49:41;0;365
"2283";37,7932395935059;-122,399299621582;2008-06-02 12:49:42;5;296
"2290";37,7906494140625;-122,401107788086;2008-06-02 12:49:45;8;18
"2291";37,7906913757324;-122,403686523438;2008-06-02 12:49:45;9;27
"2295";37,7941703796387;-122,397651672363;2008-06-02 12:49:47;0;376
"2294";37,7911415100098;-122,399810791016;2008-06-02 12:49:47;21;96
"2299";37,7941589355469;-122,397232055664;2008-06-02 12:49:50;1;440
"2300";37,7905082702637;-122,396980285645;2008-06-02 12:49:52;17;360
"2302";37,7925910949707;-122,401390075684;2008-06-02 12:49:53;7;120
"2308";37,7924499511719;-122,403770446777;2008-06-02 12:49:55;9;411
"2309";37,7924385070801;-122,400596618652;2008-06-02 12:49:56;1;61
"2314";37,7907600402832;-122,403900146484;2008-06-02 12:50:00;32;385
"2318";37,7908592224121;-122,403739929199;2008-06-02 12:50:02;5;385
"2320";37,7932205200195;-122,402786254883;2008-06-02 12:50:04;6;174
"2319";37,7926216125488;-122,402732849121;2008-06-02 12:50:04;32;20
"2326";37,7930488586426;-122,40160369873;2008-06-02 12:50:08;21;313
"2330";37,7925605773926;-122,405258178711;2008-06-02 12:50:10;8;353
"2329";37,790210723877;-122,402900695801;2008-06-02 12:50:10;25;294
"2327";37,791618347168;-122,400756835938;2008-06-02 12:50:10;4;69
"2331";37,7910499572754;-122,398651123047;2008-06-02 12:50:11;23;241
"2336";37,7915382385254;-122,404289245605;2008-06-02 12:50:13;17;493
"2338";37,7932891845703;-122,402229309082;2008-06-02 12:50:14;11;246
"2343";37,7888603210449;-122,400833129883;2008-06-02 12:50:17;24;155
"2345";37,7930297851563;-122,397842407227;2008-06-02 12:50:18;14;316
"2348";37,7910194396973;-122,404190063477;2008-06-02 12:50:19;12;344
"2350";37,7890281677246;-122,402313232422;2008-06-02 12:50:20;0;1
"2352";37,7948913574219;-122,400588989258;2008-06-02 12:50:21;0;136
"2354";37,7928581237793;-122,397941589355;2008-06-02 12:50:21;4;388
"2355";37,7924194335938;-122,404006958008;2008-06-02 12:50:21;11;471
"2361";37,7920188903809;-122,405746459961;2008-06-02 12:50:23;9;391
"2358";37,7890281677246;-122,402313232422;2008-06-02 12:50:23;8;1
"2365";37,7893486022949;-122,400947570801;2008-06-02 12:50:25;6;155
"2370";37,7934303283691;-122,402236938477;2008-06-02 12:50:27;10;78
"2378";37,7930183410645;-122,402069091797;2008-06-02 12:50:31;21;454
"2383";37,7913093566895;-122,399070739746;2008-06-02 12:50:34;10;196
"2385";37,7926483154297;-122,402473449707;2008-06-02 12:50:36;9;120
"2386";37,7924194335938;-122,405853271484;2008-06-02 12:50:37;10;237
"2399";37,7940788269043;-122,39909362793;2008-06-02 12:50:42;4;296
"2397";37,7928199768066;-122,403373718262;2008-06-02 12:50:42;2;174
"2398";37,7910308837891;-122,405311584473;2008-06-02 12:50:42;35;294
"2395";37,7928085327148;-122,396766662598;2008-06-02 12:50:42;7;96
"2400";37,7919616699219;-122,403610229492;2008-06-02 12:50:42;4;463
"2402";37,794750213623;-122,401397705078;2008-06-02 12:50:43;5;365
"2401";37,7888488769531;-122,404846191406;2008-06-02 12:50:43;14;129
"2405";37,7924613952637;-122,405693054199;2008-06-02 12:50:44;9;191
"2404";37,7928314208984;-122,403381347656;2008-06-02 12:50:44;7;174
"2408";37,7918510437012;-122,401313781738;2008-06-02 12:50:45;25;18
"2411";37,794189453125;-122,3974609375;2008-06-02 12:50:48;0;376
"2412";37,7897186279297;-122,403861999512;2008-06-02 12:50:48;42;387
"2413";37,7889289855957;-122,402847290039;2008-06-02 12:50:49;5;268
"2418";37,7943000793457;-122,396492004395;2008-06-02 12:50:55;1;303
"2423";37,7938385009766;-122,40454864502;2008-06-02 12:50:56;22;411
"2426";37,790599822998;-122,402069091797;2008-06-02 12:50:58;16;241
"2432";37,79248046875;-122,401000976563;2008-06-02 12:51:01;0;61
"2439";37,7943000793457;-122,39705657959;2008-06-02 12:51:03;11;440
"2438";37,79248046875;-122,404319763184;2008-06-02 12:51:03;16;27
"2440";37,7905807495117;-122,399307250977;2008-06-02 12:51:04;25;196
"2442";37,7925300598145;-122,40495300293;2008-06-02 12:51:04;3;237
"2448";37,7925186157227;-122,40495300293;2008-06-02 12:51:05;5;237
"2449";37,7941017150879;-122,396331787109;2008-06-02 12:51:05;13;442
"2455";37,7900390625;-122,404037475586;2008-06-02 12:51:08;15;385
"2465";37,7947807312012;-122,400680541992;2008-06-02 12:51:14;3;136
"2467";37,7910499572754;-122,397018432617;2008-06-02 12:51:16;19;316
"2471";37,7921600341797;-122,403480529785;2008-06-02 12:51:19;3;353
"2472";37,7921981811523;-122,397758483887;2008-06-02 12:51:19;33;388
"2476";37,7941017150879;-122,404739379883;2008-06-02 12:51:21;35;471
"2484";37,7900085449219;-122,400726318359;2008-06-02 12:51:24;15;196
"2485";37,7931709289551;-122,397750854492;2008-06-02 12:51:24;5;213
"2483";37,7890014648438;-122,404220581055;2008-06-02 12:51:24;8;179
"2488";37,7889595031738;-122,402290344238;2008-06-02 12:51:25;15;87
"2492";37,7888488769531;-122,401908874512;2008-06-02 12:51:27;39;313
"2490";37,7934989929199;-122,404220581055;2008-06-02 12:51:27;9;78
"2491";37,7898406982422;-122,402069091797;2008-06-02 12:51:27;13;155
"2500";37,791820526123;-122,403663635254;2008-06-02 12:51:33;7;391
"2503";37,7938385009766;-122,399856567383;2008-06-02 12:51:38;0;296
"2511";37,7926292419434;-122,403610229492;2008-06-02 12:51:40;0;463
"2513";37,7927017211914;-122,400787353516;2008-06-02 12:51:42;4;69
"2518";37,7925682067871;-122,397247314453;2008-06-02 12:51:43;6;454
"2520";37,7924308776855;-122,403938293457;2008-06-02 12:51:44;2;191
"2522";37,7938385009766;-122,399871826172;2008-06-02 12:51:44;0;296
"2521";37,7931594848633;-122,402809143066;2008-06-02 12:51:44;3;231
"2525";37,7917709350586;-122,403038024902;2008-06-02 12:51:45;17;174
"2524";37,7942085266113;-122,404777526855;2008-06-02 12:51:45;5;27
"2530";37,7914085388184;-122,406356811523;2008-06-02 12:51:49;14;18
"2533";37,7888984680176;-122,401779174805;2008-06-02 12:51:50;14;268
"2537";37,7932205200195;-122,404586791992;2008-06-02 12:51:52;24;120
"2541";37,7940902709961;-122,397338867188;2008-06-02 12:51:53;0;376
"2542";37,7926216125488;-122,403602600098;2008-06-02 12:51:53;2;463
"2548";37,7944107055664;-122,396743774414;2008-06-02 12:51:57;7;303
"2552";37,7906913757324;-122,404983520508;2008-06-02 12:52:00;6;190
"2551";37,7947387695313;-122,40315246582;2008-06-02 12:52:00;18;79
"2555";37,7938117980957;-122,399841308594;2008-06-02 12:52:01;15;296
"2557";37,794620513916;-122,398666381836;2008-06-02 12:52:01;0;442
"2559";37,7895202636719;-122,406562805176;2008-06-02 12:52:02;2;385
"2564";37,7923889160156;-122,403831481934;2008-06-02 12:52:05;2;237
"2565";37,7902908325195;-122,405616760254;2008-06-02 12:52:05;17;241
"2566";37,7924003601074;-122,401161193848;2008-06-02 12:52:06;0;61
"2573";37,792308807373;-122,402908325195;2008-06-02 12:52:09;22;353
"2574";37,795238494873;-122,400497436523;2008-06-02 12:52:10;8;45
"2592";37,7953605651855;-122,400863647461;2008-06-02 12:52:18;0;136
"2593";37,7946510314941;-122,404716491699;2008-06-02 12:52:18;15;344
"2594";37,7925300598145;-122,402969360352;2008-06-02 12:52:19;24;391
"2595";37,7892303466797;-122,3984375;2008-06-02 12:52:19;3;467
"2597";37,7904396057129;-122,400382995605;2008-06-02 12:52:21;8;87
"2606";37,7890090942383;-122,402679443359;2008-06-02 12:52:24;3;179
"2609";37,7928581237793;-122,398803710938;2008-06-02 12:52:25;14;213
"2610";37,7912406921387;-122,400413513184;2008-06-02 12:52:26;21;155
"2612";37,7897415161133;-122,40544128418;2008-06-02 12:52:28;6;1
"2616";37,7904205322266;-122,404167175293;2008-06-02 12:52:31;6;156
"2615";37,7949485778809;-122,40486907959;2008-06-02 12:52:31;0;78
"2619";37,7931213378906;-122,396438598633;2008-06-02 12:52:32;2;454
"2623";37,7949485778809;-122,404876708984;2008-06-02 12:52:36;8;78
"2632";37,7951316833496;-122,399482727051;2008-06-02 12:52:41;11;365
"2637";37,7892913818359;-122,403648376465;2008-06-02 12:52:44;31;174
"2638";37,792610168457;-122,402641296387;2008-06-02 12:52:44;15;231
"2636";37,7888984680176;-122,402122497559;2008-06-02 12:52:44;13;129
"2642";37,7927398681641;-122,403602600098;2008-06-02 12:52:45;7;191
"2643";37,7896194458008;-122,40421295166;2008-06-02 12:52:45;10;496
"2648";37,794490814209;-122,403686523438;2008-06-02 12:52:47;13;27
"2651";37,7919082641602;-122,399322509766;2008-06-02 12:52:50;24;296
"2652";37,7941093444824;-122,39737701416;2008-06-02 12:52:50;2;376
"2653";37,7925910949707;-122,403228759766;2008-06-02 12:52:50;6;463
"2655";37,7900581359863;-122,399467468262;2008-06-02 12:52:51;11;268
"2657";37,7932815551758;-122,402366638184;2008-06-02 12:52:51;19;537
"2660";37,7943801879883;-122,398048400879;2008-06-02 12:52:52;4;303
"2664";37,7928504943848;-122,399833679199;2008-06-02 12:52:54;25;69
"2668";37,7924118041992;-122,401100158691;2008-06-02 12:52:56;0;61
"2670";37,7920112609863;-122,399810791016;2008-06-02 12:52:57;1;213
"2674";37,7920112609863;-122,39981842041;2008-06-02 12:52:59;3;213
"2677";37,7912216186523;-122,404052734375;2008-06-02 12:53:00;19;190
"2682";37,7904090881348;-122,406547546387;2008-06-02 12:53:03;20;375
"2683";37,7944984436035;-122,398742675781;2008-06-02 12:53:03;0;442
"2684";37,7923316955566;-122,401336669922;2008-06-02 12:53:04;16;10
"2688";37,7926216125488;-122,403457641602;2008-06-02 12:53:05;1;237
"2691";37,7919082641602;-122,40160369873;2008-06-02 12:53:07;27;79
"2693";37,7947692871094;-122,403282165527;2008-06-02 12:53:07;19;390
"2694";37,7952995300293;-122,400802612305;2008-06-02 12:53:08;15;136
"2696";37,7930297851563;-122,398826599121;2008-06-02 12:53:09;6;353
"2701";37,7896118164063;-122,397819519043;2008-06-02 12:53:10;5;377
"2699";37,7942085266113;-122,399520874023;2008-06-02 12:53:10;14;45
"2708";37,794490814209;-122,39875793457;2008-06-02 12:53:13;12;442
"2716";37,7944412231445;-122,398941040039;2008-06-02 12:53:18;5;442
"2717";37,7933616638184;-122,398391723633;2008-06-02 12:53:19;6;391
"2719";37,7895698547363;-122,39794921875;2008-06-02 12:53:19;12;467
"2722";37,7903213500977;-122,396896362305;2008-06-02 12:53:21;4;155
"2721";37,7916297912598;-122,399810791016;2008-06-02 12:53:21;9;87
"2725";37,7913703918457;-122,401580810547;2008-06-02 12:53:22;0;231
"2727";37,7913703918457;-122,401580810547;2008-06-02 12:53:23;8;231
"2726";37,7935791015625;-122,397682189941;2008-06-02 12:53:23;15;69
"2729";37,7891502380371;-122,402130126953;2008-06-02 12:53:24;32;179
"2740";37,7904014587402;-122,396812438965;2008-06-02 12:53:30;0;155
"2750";37,790958404541;-122,40306854248;2008-06-02 12:53:37;10;156
"2749";37,7943916320801;-122,400009155273;2008-06-02 12:53:37;13;136
"2755";37,7950401306152;-122,403190612793;2008-06-02 12:53:39;6;381
"2756";37,7896003723145;-122,401733398438;2008-06-02 12:53:40;0;79
"2762";37,7935905456543;-122,39631652832;2008-06-02 12:53:42;0;454
"2761";37,7902793884277;-122,403907775879;2008-06-02 12:53:42;15;153
"2763";37,7939796447754;-122,397727966309;2008-06-02 12:53:43;6;365
"2764";37,7919692993164;-122,397903442383;2008-06-02 12:53:44;12;74
"2767";37,7898406982422;-122,402572631836;2008-06-02 12:53:44;36;296
"2768";37,7930107116699;-122,402191162109;2008-06-02 12:53:45;9;191
"2771";37,7897109985352;-122,403617858887;2008-06-02 12:53:47;7;123
"2772";37,7935791015625;-122,39631652832;2008-06-02 12:53:48;0;454
"2774";37,7912712097168;-122,403999328613;2008-06-02 12:53:49;10;496
"2773";37,7942810058594;-122,397720336914;2008-06-02 12:53:49;0;376
"2776";37,7895812988281;-122,401718139648;2008-06-02 12:53:50;5;79
"2781";37,7908782958984;-122,397453308105;2008-06-02 12:53:51;7;268
"2783";37,7945785522461;-122,398902893066;2008-06-02 12:53:52;7;303
"2788";37,790470123291;-122,399978637695;2008-06-02 12:53:54;6;129
"2798";37,7900581359863;-122,401878356934;2008-06-02 12:53:58;13;537
"2800";37,7917785644531;-122,400451660156;2008-06-02 12:54:00;2;213
"2799";37,794059753418;-122,404670715332;2008-06-02 12:54:00;16;190
"2806";37,7912788391113;-122,402809143066;2008-06-02 12:54:03;14;375
"2807";37,7912902832031;-122,404251098633;2008-06-02 12:54:04;6;66
"2809";37,7922096252441;-122,402061462402;2008-06-02 12:54:04;0;390
"2810";37,789909362793;-122,400497436523;2008-06-02 12:54:05;11;10
"2811";37,7925109863281;-122,403312683105;2008-06-02 12:54:06;18;237
"2813";37,7925186157227;-122,404678344727;2008-06-02 12:54:07;6;279
"2814";37,7897682189941;-122,40168762207;2008-06-02 12:54:08;3;537
"2815";37,7938117980957;-122,398193359375;2008-06-02 12:54:09;15;353
"2819";37,790168762207;-122,397087097168;2008-06-02 12:54:10;19;377
"2817";37,7932815551758;-122,402099609375;2008-06-02 12:54:10;23;45
"2826";37,7898902893066;-122,398902893066;2008-06-02 12:54:13;12;59
"2828";37,7922096252441;-122,402061462402;2008-06-02 12:54:13;1;390
"2837";37,7924118041992;-122,405838012695;2008-06-02 12:54:16;13;354
"2838";37,7930793762207;-122,404747009277;2008-06-02 12:54:16;17;463
"2842";37,7902297973633;-122,403961181641;2008-06-02 12:54:18;1;123
"2850";37,7938117980957;-122,399627685547;2008-06-02 12:54:21;17;442
"2855";37,7905616760254;-122,400337219238;2008-06-02 12:54:23;20;231
"2854";37,7915306091309;-122,396118164063;2008-06-02 12:54:23;7;69
"2856";37,7925300598145;-122,398323059082;2008-06-02 12:54:24;21;87
"2859";37,790470123291;-122,396697998047;2008-06-02 12:54:25;22;155
"2858";37,7902183532715;-122,403938293457;2008-06-02 12:54:25;7;123
"2862";37,7888488769531;-122,404037475586;2008-06-02 12:54:33;8;385
"2864";37,7951889038086;-122,402000427246;2008-06-02 12:54:34;25;381
"2871";37,7908096313477;-122,401062011719;2008-06-02 12:54:38;17;156
"2872";37,7905311584473;-122,399047851563;2008-06-02 12:54:39;0;129
"2874";37,7914085388184;-122,399909973145;2008-06-02 12:54:40;22;74
"2877";37,7930603027344;-122,398086547852;2008-06-02 12:54:41;12;365
"2882";37,7926292419434;-122,403770446777;2008-06-02 12:54:44;3;153
"2885";37,7933082580566;-122,400421142578;2008-06-02 12:54:45;13;191
"2891";37,7928314208984;-122,40421295166;2008-06-02 12:54:46;21;496
"2890";37,7936592102051;-122,396446228027;2008-06-02 12:54:46;6;454
"2899";37,7894287109375;-122,401527404785;2008-06-02 12:54:52;6;537
"2900";37,7907485961914;-122,403846740723;2008-06-02 12:54:54;7;123
"2903";37,7905311584473;-122,399047851563;2008-06-02 12:54:55;8;129
"2905";37,792350769043;-122,400978088379;2008-06-02 12:54:56;0;61
"2906";37,7903518676758;-122,403953552246;2008-06-02 12:54:57;16;324
"2911";37,7934913635254;-122,399459838867;2008-06-02 12:54:58;8;303
"2908";37,7952690124512;-122,398338317871;2008-06-02 12:54:58;9;27
"2913";37,7914009094238;-122,400482177734;2008-06-02 12:55:00;5;213
"2917";37,7889595031738;-122,402587890625;2008-06-02 12:55:02;0;42
"2922";37,7892112731934;-122,401580810547;2008-06-02 12:55:05;10;375
"2927";37,7898292541504;-122,402847290039;2008-06-02 12:55:06;19;237
"2928";37,7942886352539;-122,397583007813;2008-06-02 12:55:06;0;376
"2926";37,7923583984375;-122,404296875;2008-06-02 12:55:06;11;66
"2930";37,7915992736816;-122,39868927002;2008-06-02 12:55:08;6;59
"2934";37,7925910949707;-122,4033203125;2008-06-02 12:55:09;9;279
"2935";37,7924499511719;-122,406402587891;2008-06-02 12:55:10;22;45
"2943";37,7933387756348;-122,39924621582;2008-06-02 12:55:12;10;191
"2951";37,7891006469727;-122,401412963867;2008-06-02 12:55:14;114;537
"2950";37,7921295166016;-122,402381896973;2008-06-02 12:55:14;13;390
"2959";37,7929801940918;-122,403297424316;2008-06-02 12:55:18;6;354
"2964";37,7917289733887;-122,404006958008;2008-06-02 12:55:23;24;231
"2978";37,7918586730957;-122,398323059082;2008-06-02 12:55:31;2;59
"2983";37,7942390441895;-122,397789001465;2008-06-02 12:55:33;3;377
"2990";37,7954406738281;-122,403343200684;2008-06-02 12:55:35;8;216
"2993";37,794620513916;-122,397087097168;2008-06-02 12:55:36;8;381
"2992";37,7895011901855;-122,398910522461;2008-06-02 12:55:36;5;246
"2994";37,7888488769531;-122,404327392578;2008-06-02 12:55:37;11;102
"2997";37,7906188964844;-122,404167175293;2008-06-02 12:55:43;16;74
"2998";37,7937088012695;-122,401321411133;2008-06-02 12:55:43;14;156
"3000";37,793041229248;-122,400482177734;2008-06-02 12:55:43;11;365
"3003";37,7928009033203;-122,403167724609;2008-06-02 12:55:45;11;153
"3013";37,7943000793457;-122,397583007813;2008-06-02 12:55:48;12;376
"3016";37,7903594970703;-122,40397644043;2008-06-02 12:55:49;0;288
"3017";37,7905616760254;-122,403846740723;2008-06-02 12:55:50;18;385
"3022";37,7932205200195;-122,397567749023;2008-06-02 12:55:52;2;454
"3026";37,7950401306152;-122,403213500977;2008-06-02 12:55:55;2;450
"3024";37,7898712158203;-122,403060913086;2008-06-02 12:55:55;14;123
"3025";37,795051574707;-122,403213500977;2008-06-02 12:55:55;9;216
"3028";37,7936096191406;-122,397872924805;2008-06-02 12:55:57;4;191
"3029";37,7922706604004;-122,399436950684;2008-06-02 12:55:57;5;303
"3030";37,7906188964844;-122,403846740723;2008-06-02 12:55:58;12;53
"3032";37,7929306030273;-122,404197692871;2008-06-02 12:55:58;25;324
"3031";37,794979095459;-122,403228759766;2008-06-02 12:55:58;2;216
"3041";37,7920188903809;-122,39965057373;2008-06-02 12:56:01;2;213
"3043";37,7896499633789;-122,403228759766;2008-06-02 12:56:02;5;123
"3045";37,7888717651367;-122,402481079102;2008-06-02 12:56:03;15;42
"3055";37,7929000854492;-122,401710510254;2008-06-02 12:56:07;7;279
"3054";37,7895011901855;-122,406593322754;2008-06-02 12:56:07;13;237
"3061";37,7902793884277;-122,403511047363;2008-06-02 12:56:09;3;380
"3059";37,7889518737793;-122,398406982422;2008-06-02 12:56:09;25;129
"3065";37,7923393249512;-122,400978088379;2008-06-02 12:56:11;1;61
"3067";37,794189453125;-122,404602050781;2008-06-02 12:56:12;18;66
"3069";37,7903594970703;-122,40397644043;2008-06-02 12:56:13;14;288
"3072";37,7933387756348;-122,404388427734;2008-06-02 12:56:15;7;390
"3079";37,7927017211914;-122,402030944824;2008-06-02 12:56:20;23;354
"3081";37,7924690246582;-122,396591186523;2008-06-02 12:56:23;12;87
"3092";37,7938003540039;-122,397552490234;2008-06-02 12:56:27;20;377
"3094";37,7937507629395;-122,397567749023;2008-06-02 12:56:28;15;377
"3099";37,7920303344727;-122,398002624512;2008-06-02 12:56:30;0;59
"3105";37,7935218811035;-122,397659301758;2008-06-02 12:56:34;10;381
"3108";37,7928009033203;-122,400917053223;2008-06-02 12:56:35;4;354
"3110";37,7926597595215;-122,404472351074;2008-06-02 12:56:36;14;385
"3109";37,7889404296875;-122,402160644531;2008-06-02 12:56:36;10;102
"3116";37,7928085327148;-122,401077270508;2008-06-02 12:56:44;18;153
"3117";37,7896308898926;-122,405746459961;2008-06-02 12:56:45;14;3
"3120";37,7930183410645;-122,402656555176;2008-06-02 12:56:45;9;365
"3122";37,7920188903809;-122,398002624512;2008-06-02 12:56:47;1;59
"3126";37,7906608581543;-122,40299987793;2008-06-02 12:56:48;6;329
"3127";37,791690826416;-122,403861999512;2008-06-02 12:56:49;0;288
"3135";37,7931289672852;-122,40071105957;2008-06-02 12:56:52;21;279
"3141";37,7948608398438;-122,402740478516;2008-06-02 12:56:55;14;450
"3142";37,7930107116699;-122,397941589355;2008-06-02 12:56:55;1;454
"3146";37,79248046875;-122,403228759766;2008-06-02 12:56:58;16;53
"3153";37,7923889160156;-122,400688171387;2008-06-02 12:57:01;0;61
"3154";37,7936401367188;-122,402740478516;2008-06-02 12:57:01;0;534
"3155";37,7922096252441;-122,400077819824;2008-06-02 12:57:02;5;213
"3159";37,7902908325195;-122,404052734375;2008-06-02 12:57:03;5;123
"3163";37,7920417785645;-122,400543212891;2008-06-02 12:57:04;29;303
"3170";37,7905006408691;-122,401679992676;2008-06-02 12:57:07;11;498
"3172";37,7951507568359;-122,399848937988;2008-06-02 12:57:08;21;431
"3177";37,7908515930176;-122,403671264648;2008-06-02 12:57:10;4;380
"3179";37,7930297851563;-122,397232055664;2008-06-02 12:57:11;0;191
"3184";37,791690826416;-122,403861999512;2008-06-02 12:57:14;21;288
"3190";37,7944412231445;-122,404830932617;2008-06-02 12:57:16;12;390
"3191";37,7923202514648;-122,406433105469;2008-06-02 12:57:17;17;469
"3197";37,7929916381836;-122,403770446777;2008-06-02 12:57:23;21;365
"3201";37,7911796569824;-122,398262023926;2008-06-02 12:57:24;13;87
"3207";37,7917289733887;-122,398857116699;2008-06-02 12:57:28;13;377
"3217";37,7921905517578;-122,400527954102;2008-06-02 12:57:35;10;354
"3223";37,7897186279297;-122,401153564453;2008-06-02 12:57:38;20;169
"3228";37,7920684814453;-122,398956298828;2008-06-02 12:57:40;3;381
"3226";37,7915802001953;-122,399391174316;2008-06-02 12:57:40;18;78
"3234";37,7911682128906;-122,40209197998;2008-06-02 12:57:43;13;329
"3236";37,7903709411621;-122,396759033203;2008-06-02 12:57:44;1;246
"3238";37,7929382324219;-122,397537231445;2008-06-02 12:57:45;6;153
"3244";37,7937088012695;-122,402648925781;2008-06-02 12:57:47;1;534
"3249";37,7928886413574;-122,398178100586;2008-06-02 12:57:49;5;454
"3250";37,7921295166016;-122,398277282715;2008-06-02 12:57:50;5;59
"3253";37,7953414916992;-122,405143737793;2008-06-02 12:57:52;9;385
"3252";37,7938613891602;-122,396781921387;2008-06-02 12:57:52;10;279
"3254";37,7932014465332;-122,404846191406;2008-06-02 12:57:53;12;118
"3255";37,7922897338867;-122,405158996582;2008-06-02 12:57:54;15;303
"3257";37,7946281433105;-122,399971008301;2008-06-02 12:57:55;18;450
"3258";37,7936897277832;-122,402671813965;2008-06-02 12:57:55;7;534
"3263";37,7945899963379;-122,402572631836;2008-06-02 12:57:57;18;216
"3264";37,7931785583496;-122,397521972656;2008-06-02 12:57:58;4;431
"3268";37,7954597473145;-122,40495300293;2008-06-02 12:58:00;0;385
"3274";37,7954597473145;-122,40495300293;2008-06-02 12:58:02;7;385
"3273";37,7929801940918;-122,39729309082;2008-06-02 12:58:02;15;191
"3275";37,7911491394043;-122,404251098633;2008-06-02 12:58:03;17;123
"3277";37,7942199707031;-122,404670715332;2008-06-02 12:58:03;0;288
"3281";37,7918586730957;-122,398811340332;2008-06-02 12:58:05;12;381
"3284";37,7888717651367;-122,401611328125;2008-06-02 12:58:06;4;498
"3282";37,7911682128906;-122,404327392578;2008-06-02 12:58:06;16;99
"3286";37,7932891845703;-122,399803161621;2008-06-02 12:58:07;18;53
"3287";37,7921714782715;-122,401298522949;2008-06-02 12:58:07;15;213
"3295";37,791431427002;-122,403923034668;2008-06-02 12:58:10;7;380
"3299";37,7924385070801;-122,400688171387;2008-06-02 12:58:12;1;61
"3302";37,7921600341797;-122,403289794922;2008-06-02 12:58:15;20;469
"3304";37,7937698364258;-122,402656555176;2008-06-02 12:58:16;14;390
"3307";37,7889099121094;-122,402267456055;2008-06-02 12:58:18;2;1
"3316";37,7940788269043;-122,404922485352;2008-06-02 12:58:22;18;118
"3320";37,7935485839844;-122,398880004883;2008-06-02 12:58:24;20;53
"3323";37,7908096313477;-122,403717041016;2008-06-02 12:58:24;8;474
"3321";37,789909362793;-122,400283813477;2008-06-02 12:58:24;18;87
"3331";37,7912216186523;-122,398536682129;2008-06-02 12:58:27;11;169
"3336";37,7920608520508;-122,402397155762;2008-06-02 12:58:32;8;354
"3343";37,7956809997559;-122,401237487793;2008-06-02 12:58:35;8;341
"3348";37,792049407959;-122,399147033691;2008-06-02 12:58:38;4;59
"3353";37,7921905517578;-122,396919250488;2008-06-02 12:58:39;2;153
"3356";37,7945213317871;-122,399070739746;2008-06-02 12:58:43;2;53
"3359";37,7893409729004;-122,399856567383;2008-06-02 12:58:44;19;377
"3365";37,7905311584473;-122,405921936035;2008-06-02 12:58:47;17;22
"3366";37,791259765625;-122,399337768555;2008-06-02 12:58:47;0;329
"3372";37,7955093383789;-122,39656829834;2008-06-02 12:58:55;38;450
"3373";37,7925910949707;-122,402153015137;2008-06-02 12:58:55;17;534
"3376";37,7928504943848;-122,396980285645;2008-06-02 12:58:56;0;454
"3378";37,7924308776855;-122,400886535645;2008-06-02 12:58:57;0;61
"3379";37,792610168457;-122,397178649902;2008-06-02 12:58:58;1;431
"3382";37,7951202392578;-122,396606445313;2008-06-02 12:58:59;2;450
"3383";37,790901184082;-122,400657653809;2008-06-02 12:59:00;16;381
"3385";37,7916297912598;-122,403778076172;2008-06-02 12:59:01;3;213
"3389";37,7916488647461;-122,399871826172;2008-06-02 12:59:03;15;191
"3388";37,7938003540039;-122,404907226563;2008-06-02 12:59:03;16;123
"3393";37,7905807495117;-122,405700683594;2008-06-02 12:59:05;14;72
"3402";37,7890014648438;-122,400810241699;2008-06-02 12:59:09;4;498
"3399";37,7888412475586;-122,403831481934;2008-06-02 12:59:09;19;129
"3407";37,7925796508789;-122,404159545898;2008-06-02 12:59:11;10;380
"3406";37,7946815490723;-122,40210723877;2008-06-02 12:59:11;9;118
